"Tarih","Şimdi","Açılış","Yüksek","Düşük","Fark %"
"22.12.2010","1,5511","1,5570","1,5575","1,5487","-0,38%"
"21.12.2010","1,5570","1,5590","1,5609","1,5507","-0,13%"
"20.12.2010","1,5590","1,5468","1,5672","1,5435","0,82%"
"17.12.2010","1,5463","1,5232","1,5520","1,5163","1,52%"
"16.12.2010","1,5232","1,5264","1,5280","1,5199","-0,21%"
"15.12.2010","1,5264","1,5122","1,5268","1,5122","0,94%"
"14.12.2010","1,5122","1,5059","1,5140","1,4972","0,42%"
"13.12.2010","1,5059","1,5080","1,5148","1,4995","0,05%"
"10.12.2010","1,5052","1,5110","1,5116","1,4961","-0,38%"
"09.12.2010","1,5110","1,4930","1,5123","1,4866","1,21%"
"08.12.2010","1,4930","1,4835","1,4974","1,4834","0,64%"
"07.12.2010","1,4835","1,4823","1,4846","1,4724","0,08%"
"06.12.2010","1,4823","1,4764","1,4889","1,4757","0,42%"
"03.12.2010","1,4761","1,4824","1,4961","1,4750","-0,42%"
"02.12.2010","1,4824","1,4904","1,4955","1,4808","-0,54%"
"01.12.2010","1,4904","1,5047","1,5061","1,4877","-0,95%"
"30.11.2010","1,5047","1,5050","1,5127","1,4986","-0,02%"
"29.11.2010","1,5050","1,4857","1,5114","1,4820","1,22%"
"26.11.2010","1,4868","1,4721","1,4954","1,4713","1,00%"
"25.11.2010","1,4721","1,4775","1,4809","1,4690","-0,37%"
"24.11.2010","1,4775","1,4832","1,4884","1,4710","-0,38%"
"23.11.2010","1,4832","1,4542","1,4864","1,4537","1,99%"
"22.11.2010","1,4542","1,4408","1,4590","1,4339","0,83%"
"19.11.2010","1,4422","1,4437","1,4485","1,4364","-0,10%"
"18.11.2010","1,4437","1,4538","1,4557","1,4426","-0,69%"
"17.11.2010","1,4538","1,4640","1,4663","1,4530","-0,70%"
"16.11.2010","1,4640","1,4466","1,4671","1,4453","1,20%"
"15.11.2010","1,4466","1,4406","1,4506","1,4379","0,48%"
"12.11.2010","1,4397","1,4358","1,4475","1,4279","0,27%"
"11.11.2010","1,4358","1,4168","1,4383","1,4129","1,34%"
"10.11.2010","1,4168","1,4162","1,4244","1,4097","0,04%"
"09.11.2010","1,4162","1,4118","1,4167","1,4029","0,31%"
"08.11.2010","1,4118","1,3975","1,4146","1,3975","1,07%"
"05.11.2010","1,3969","1,3947","1,4037","1,3926","0,16%"
"04.11.2010","1,3947","1,4042","1,4064","1,3872","-0,68%"
"03.11.2010","1,4042","1,4115","1,4133","1,4015","-0,52%"
"02.11.2010","1,4115","1,4264","1,4266","1,4087","-1,04%"
"01.11.2010","1,4264","1,4293","1,4302","1,4232","-0,45%"
"29.10.2010","1,4328","1,4301","1,4404","1,4293","0,19%"
"28.10.2010","1,4301","1,4421","1,4430","1,4269","-0,83%"
"27.10.2010","1,4421","1,4275","1,4484","1,4266","1,02%"
"26.10.2010","1,4275","1,4188","1,4302","1,4158","0,61%"
"25.10.2010","1,4188","1,4238","1,4238","1,4119","-0,40%"
"22.10.2010","1,4245","1,4278","1,4324","1,4228","-0,23%"
"21.10.2010","1,4278","1,4235","1,4293","1,4171","0,30%"
"20.10.2010","1,4235","1,4414","1,4414","1,4208","-1,24%"
"19.10.2010","1,4414","1,4161","1,4414","1,4157","1,79%"
"18.10.2010","1,4161","1,4140","1,4296","1,4121","0,16%"
"15.10.2010","1,4139","1,4100","1,4186","1,3989","0,28%"
"14.10.2010","1,4100","1,4062","1,4135","1,3917","0,27%"
"13.10.2010","1,4062","1,4125","1,4163","1,4056","-0,45%"
"12.10.2010","1,4125","1,4165","1,4273","1,4098","-0,28%"
"11.10.2010","1,4165","1,4127","1,4168","1,4074","0,06%"
"08.10.2010","1,4156","1,4268","1,4318","1,4107","-0,78%"
"07.10.2010","1,4268","1,4181","1,4296","1,4116","0,61%"
"06.10.2010","1,4181","1,4281","1,4298","1,4122","-0,70%"
"05.10.2010","1,4281","1,4564","1,4566","1,4264","-1,94%"
"04.10.2010","1,4564","1,4435","1,4573","1,4412","0,86%"
"01.10.2010","1,4440","1,4482","1,4509","1,4431","-0,29%"
"30.09.2010","1,4482","1,4530","1,4575","1,4457","-0,33%"
"29.09.2010","1,4530","1,4643","1,4645","1,4516","-0,77%"
"28.09.2010","1,4643","1,4724","1,4773","1,4624","-0,55%"
"27.09.2010","1,4724","1,4775","1,4780","1,4698","-0,22%"
"24.09.2010","1,4757","1,4869","1,4898","1,4751","-0,75%"
"23.09.2010","1,4869","1,4858","1,4910","1,4831","0,07%"
"22.09.2010","1,4858","1,4879","1,4907","1,4813","-0,14%"
"21.09.2010","1,4879","1,4905","1,4968","1,4867","-0,17%"
"20.09.2010","1,4905","1,4943","1,4988","1,4901","-0,20%"
"17.09.2010","1,4935","1,4965","1,5014","1,4924","-0,20%"
"16.09.2010","1,4965","1,4901","1,5025","1,4893","0,43%"
"15.09.2010","1,4901","1,4917","1,4961","1,4888","-0,11%"
"14.09.2010","1,4917","1,4961","1,5034","1,4895","-0,29%"
"13.09.2010","1,4961","1,4939","1,4983","1,4872","-0,91%"
"10.09.2010","1,5098","1,5119","1,5144","1,5030","-0,14%"
"09.09.2010","1,5119","1,5163","1,5196","1,5082","-0,29%"
"08.09.2010","1,5163","1,5174","1,5217","1,5108","-0,07%"
"07.09.2010","1,5174","1,5043","1,5185","1,5043","0,87%"
"06.09.2010","1,5043","1,4990","1,5044","1,4970","0,28%"
"03.09.2010","1,5001","1,5108","1,5123","1,4989","-0,71%"
"02.09.2010","1,5108","1,5167","1,5177","1,5088","-0,39%"
"01.09.2010","1,5167","1,5267","1,5270","1,5120","-0,66%"
"31.08.2010","1,5267","1,5255","1,5306","1,5211","0,08%"
"30.08.2010","1,5255","1,5152","1,5265","1,5146","0,59%"
"27.08.2010","1,5165","1,5236","1,5280","1,5143","-0,47%"
"26.08.2010","1,5236","1,5278","1,5284","1,5170","-0,27%"
"25.08.2010","1,5278","1,5335","1,5335","1,5228","-0,37%"
"24.08.2010","1,5335","1,5297","1,5365","1,5271","0,25%"
"23.08.2010","1,5297","1,5169","1,5302","1,5120","0,92%"
"20.08.2010","1,5157","1,5105","1,5205","1,5078","0,34%"
"19.08.2010","1,5105","1,5014","1,5140","1,4985","0,61%"
"18.08.2010","1,5014","1,4981","1,5021","1,4926","0,22%"
"17.08.2010","1,4981","1,5107","1,5107","1,4961","-0,83%"
"16.08.2010","1,5107","1,5175","1,5198","1,5046","-0,45%"
"13.08.2010","1,5176","1,5205","1,5209","1,5094","-0,19%"
"12.08.2010","1,5205","1,5257","1,5278","1,5146","-0,34%"
"11.08.2010","1,5257","1,4992","1,5257","1,4992","1,77%"
"10.08.2010","1,4992","1,4922","1,5028","1,4922","0,47%"
"09.08.2010","1,4922","1,4903","1,4933","1,4863","0,15%"
"06.08.2010","1,4900","1,5028","1,5035","1,4891","-0,85%"
"05.08.2010","1,5028","1,5000","1,5077","1,4981","0,19%"
"04.08.2010","1,5000","1,4932","1,5041","1,4928","0,46%"
"03.08.2010","1,4932","1,4940","1,4988","1,4905","-0,05%"
"02.08.2010","1,4940","1,5074","1,5078","1,4898","-0,84%"
"30.07.2010","1,5067","1,5123","1,5155","1,5048","-0,36%"
"29.07.2010","1,5122","1,5077","1,5157","1,4990","-0,05%"
"28.07.2010","1,5129","1,5060","1,5190","1,5000","0,19%"
"27.07.2010","1,5101","1,5142","1,5163","1,5094","-0,27%"
"26.07.2010","1,5142","1,5232","1,5232","1,5135","-0,52%"
"23.07.2010","1,5221","1,5194","1,5269","1,5164","0,18%"
"22.07.2010","1,5194","1,5338","1,5344","1,5170","-0,94%"
"21.07.2010","1,5338","1,5308","1,5352","1,5250","0,20%"
"20.07.2010","1,5308","1,5388","1,5418","1,5289","-0,52%"
"19.07.2010","1,5388","1,5435","1,5489","1,5366","-0,08%"
"16.07.2010","1,5400","1,5337","1,5438","1,5301","0,41%"
"15.07.2010","1,5337","1,5407","1,5432","1,5320","-0,45%"
"14.07.2010","1,5407","1,5442","1,5470","1,5382","-0,23%"
"13.07.2010","1,5442","1,5548","1,5607","1,5435","-0,68%"
"12.07.2010","1,5548","1,5527","1,5598","1,5520","0,12%"
"09.07.2010","1,5529","1,5505","1,5548","1,5478","0,15%"
"08.07.2010","1,5505","1,5531","1,5552","1,5465","-0,17%"
"07.07.2010","1,5531","1,5550","1,5632","1,5512","-0,12%"
"06.07.2010","1,5550","1,5648","1,5690","1,5523","-0,63%"
"05.07.2010","1,5648","1,5642","1,5681","1,5622","-0,03%"
"02.07.2010","1,5653","1,5782","1,5807","1,5638","-0,82%"
"01.07.2010","1,5782","1,5835","1,5901","1,5782","-0,33%"
"30.06.2010","1,5835","1,5905","1,5920","1,5769","-0,44%"
"29.06.2010","1,5905","1,5745","1,5925","1,5738","1,02%"
"28.06.2010","1,5745","1,5740","1,5762","1,5680","0,06%"
"25.06.2010","1,5735","1,5783","1,5876","1,5725","-0,30%"
"24.06.2010","1,5783","1,5706","1,5866","1,5694","0,49%"
"23.06.2010","1,5706","1,5672","1,5808","1,5622","0,22%"
"22.06.2010","1,5672","1,5578","1,5675","1,5566","0,60%"
"21.06.2010","1,5578","1,5522","1,5594","1,5467","0,17%"
"18.06.2010","1,5552","1,5616","1,5616","1,5540","-0,41%"
"17.06.2010","1,5616","1,5628","1,5705","1,5598","-0,08%"
"16.06.2010","1,5628","1,5638","1,5738","1,5598","-0,06%"
"15.06.2010","1,5638","1,5765","1,5844","1,5627","-0,81%"
"14.06.2010","1,5765","1,5740","1,5774","1,5652","-0,16%"
"11.06.2010","1,5791","1,5801","1,5862","1,5764","-0,06%"
"10.06.2010","1,5801","1,6020","1,6042","1,5765","-1,37%"
"09.06.2010","1,6020","1,6018","1,6052","1,5939","0,01%"
"08.06.2010","1,6018","1,6134","1,6135","1,5992","-0,72%"
"07.06.2010","1,6134","1,6085","1,6180","1,5973","0,35%"
"04.06.2010","1,6077","1,5855","1,6125","1,5767","1,40%"
"03.06.2010","1,5855","1,5786","1,5934","1,5680","0,44%"
"02.06.2010","1,5786","1,5848","1,5877","1,5759","-0,39%"
"01.06.2010","1,5848","1,5723","1,5943","1,5698","0,80%"
"31.05.2010","1,5723","1,5688","1,5778","1,5633","0,33%"
"28.05.2010","1,5671","1,5601","1,5696","1,5529","0,45%"
"27.05.2010","1,5601","1,5885","1,5885","1,5564","-1,79%"
"26.05.2010","1,5885","1,5803","1,5898","1,5727","0,52%"
"25.05.2010","1,5803","1,5776","1,6018","1,5772","0,17%"
"24.05.2010","1,5776","1,5725","1,5794","1,5626","-0,04%"
"21.05.2010","1,5783","1,5982","1,6002","1,5713","-1,25%"
"20.05.2010","1,5982","1,5759","1,6080","1,5682","1,42%"
"19.05.2010","1,5759","1,5643","1,5987","1,5566","0,74%"
"18.05.2010","1,5643","1,5432","1,5667","1,5341","1,37%"
"17.05.2010","1,5432","1,5443","1,5602","1,5388","-0,14%"
"14.05.2010","1,5453","1,5228","1,5472","1,5198","1,48%"
"13.05.2010","1,5228","1,5250","1,5255","1,5148","-0,14%"
"12.05.2010","1,5250","1,5348","1,5460","1,5209","-0,64%"
"11.05.2010","1,5348","1,5305","1,5402","1,5251","0,28%"
"10.05.2010","1,5305","1,5530","1,5545","1,5132","-1,94%"
"07.05.2010","1,5607","1,5919","1,5956","1,5562","-1,96%"
"06.05.2010","1,5919","1,5375","1,6457","1,5308","3,54%"
"05.05.2010","1,5375","1,5236","1,5389","1,5125","0,91%"
"04.05.2010","1,5236","1,4917","1,5237","1,4896","2,14%"
"03.05.2010","1,4917","1,4868","1,4982","1,4867","0,12%"
"30.04.2010","1,4899","1,4839","1,4914","1,4790","0,40%"
"29.04.2010","1,4839","1,4972","1,4988","1,4812","-0,89%"
"28.04.2010","1,4972","1,5056","1,5177","1,4948","-0,56%"
"27.04.2010","1,5056","1,4734","1,5061","1,4734","2,19%"
"26.04.2010","1,4734","1,4830","1,4834","1,4724","-0,64%"
"23.04.2010","1,4829","1,4890","1,4932","1,4819","-0,41%"
"22.04.2010","1,4890","1,4832","1,4926","1,4773","0,39%"
"21.04.2010","1,4832","1,4868","1,4883","1,4805","-0,24%"
"20.04.2010","1,4868","1,4912","1,4948","1,4850","-0,30%"
"19.04.2010","1,4912","1,4852","1,5007","1,4852","0,55%"
"16.04.2010","1,4830","1,4712","1,4875","1,4712","0,80%"
"15.04.2010","1,4712","1,4751","1,4821","1,4706","-0,26%"
"14.04.2010","1,4751","1,4864","1,4864","1,4721","-0,76%"
"13.04.2010","1,4864","1,4877","1,4943","1,4841","-0,09%"
"12.04.2010","1,4877","1,4823","1,4906","1,4800","-0,07%"
"09.04.2010","1,4888","1,4984","1,4996","1,4868","-0,64%"
"08.04.2010","1,4984","1,4992","1,5074","1,4961","-0,05%"
"07.04.2010","1,4992","1,5046","1,5068","1,4932","-0,36%"
"06.04.2010","1,5046","1,5086","1,5147","1,5033","-0,27%"
"05.04.2010","1,5086","1,5142","1,5172","1,5076","-0,42%"
"02.04.2010","1,5149","1,5165","1,5200","1,5140","-0,11%"
"01.04.2010","1,5165","1,5174","1,5214","1,5152","-0,06%"
"31.03.2010","1,5174","1,5305","1,5320","1,5173","-0,86%"
"30.03.2010","1,5305","1,5290","1,5319","1,5260","0,10%"
"29.03.2010","1,5290","1,5366","1,5372","1,5281","-0,62%"
"26.03.2010","1,5385","1,5431","1,5452","1,5327","-0,30%"
"25.03.2010","1,5431","1,5488","1,5508","1,5342","-0,37%"
"24.03.2010","1,5488","1,5395","1,5538","1,5376","0,60%"
"23.03.2010","1,5395","1,5385","1,5476","1,5349","0,07%"
"22.03.2010","1,5385","1,5355","1,5523","1,5355","0,16%"
"19.03.2010","1,5360","1,5273","1,5382","1,5254","0,57%"
"18.03.2010","1,5273","1,5130","1,5330","1,5128","0,95%"
"17.03.2010","1,5130","1,5214","1,5214","1,5114","-0,55%"
"16.03.2010","1,5214","1,5275","1,5297","1,5207","-0,40%"
"15.03.2010","1,5275","1,5269","1,5317","1,5244","-0,02%"
"12.03.2010","1,5278","1,5326","1,5339","1,5240","-0,31%"
"11.03.2010","1,5325","1,5330","1,5378","1,5316","-0,03%"
"10.03.2010","1,5330","1,5341","1,5432","1,5316","-0,07%"
"09.03.2010","1,5341","1,5317","1,5434","1,5308","0,16%"
"08.03.2010","1,5317","1,5368","1,5388","1,5272","-0,38%"
"05.03.2010","1,5375","1,5518","1,5527","1,5375","-0,93%"
"04.03.2010","1,5519","1,5375","1,5549","1,5369","0,94%"
"03.03.2010","1,5375","1,5340","1,5439","1,5330","0,21%"
"02.03.2010","1,5343","1,5361","1,5436","1,5318","-0,12%"
"01.03.2010","1,5362","1,5497","1,5505","1,5353","-0,73%"
"26.02.2010","1,5475","1,5479","1,5515","1,5362","-0,04%"
"25.02.2010","1,5481","1,5479","1,5644","1,5431","0,02%"
"24.02.2010","1,5478","1,5522","1,5579","1,5410","-0,26%"
"23.02.2010","1,5519","1,5298","1,5524","1,5243","1,44%"
"22.02.2010","1,5298","1,5135","1,5310","1,5104","1,14%"
"19.02.2010","1,5125","1,5263","1,5292","1,5107","-0,88%"
"18.02.2010","1,5259","1,5119","1,5270","1,5112","0,93%"
"17.02.2010","1,5119","1,5061","1,5137","1,5039","0,37%"
"16.02.2010","1,5063","1,5166","1,5168","1,5052","-0,67%"
"15.02.2010","1,5165","1,5159","1,5186","1,5137","0,05%"
"12.02.2010","1,5157","1,5133","1,5248","1,5127","0,26%"
"11.02.2010","1,5117","1,5166","1,5208","1,5095","-0,30%"
"10.02.2010","1,5163","1,5079","1,5198","1,5055","0,55%"
"09.02.2010","1,5080","1,5210","1,5219","1,5038","-0,88%"
"08.02.2010","1,5214","1,5287","1,5295","1,5164","-0,49%"
"05.02.2010","1,5289","1,5208","1,5376","1,5135","0,53%"
"04.02.2010","1,5208","1,4940","1,5272","1,4921","1,81%"
"03.02.2010","1,4938","1,4874","1,4957","1,4790","0,43%"
"02.02.2010","1,4874","1,4834","1,4909","1,4817","0,28%"
"01.02.2010","1,4832","1,4966","1,4981","1,4805","-0,95%"
"29.01.2010","1,4975","1,4983","1,5012","1,4861","-0,05%"
"28.01.2010","1,4983","1,4992","1,5028","1,4883","-0,08%"
"27.01.2010","1,4995","1,4903","1,5029","1,4883","0,62%"
"26.01.2010","1,4903","1,4870","1,5038","1,4852","0,24%"
"25.01.2010","1,4868","1,4908","1,4918","1,4821","-0,18%"
"22.01.2010","1,4895","1,4866","1,5013","1,4783","0,18%"
"21.01.2010","1,4868","1,4747","1,4895","1,4697","0,82%"
"20.01.2010","1,4747","1,4570","1,4786","1,4570","1,24%"
"19.01.2010","1,4566","1,4512","1,4632","1,4497","0,35%"
"18.01.2010","1,4515","1,4571","1,4612","1,4494","-0,40%"
"15.01.2010","1,4573","1,4565","1,4652","1,4520","0,03%"
"14.01.2010","1,4568","1,4525","1,4649","1,4481","0,30%"
"13.01.2010","1,4525","1,4550","1,4583","1,4448","-0,17%"
"12.01.2010","1,4550","1,4515","1,4614","1,4501","0,25%"
"11.01.2010","1,4514","1,4575","1,4611","1,4490","-0,50%"
"08.01.2010","1,4587","1,4727","1,4743","1,4565","-0,95%"
"07.01.2010","1,4727","1,4725","1,4834","1,4701","0,01%"
"06.01.2010","1,4726","1,4736","1,4815","1,4712","-0,06%"
"05.01.2010","1,4735","1,4743","1,4789","1,4667","-0,03%"
"04.01.2010","1,4740","1,4993","1,5003","1,4716","-1,73%"
"01.01.2010","1,5000","1,5000","1,5000","1,5000","0,01%"
